"","Bin","Week","Probability"
"208",0.7,2,0.019591
"209",0.8,2,0.000285666666666667
"210",0.9,2,0
"211",1,2,0
"212",1.1,2,0
"213",1.2,2,0
"214",1.3,2,0
"215",1.4,2,0
"216",1.5,2,0
"217",1.6,2,0
"218",1.7,2,0
"219",1.8,2,0
"220",1.9,2,0
"221",2,2,0
"222",2.1,2,0
"223",2.2,2,0
"224",2.3,2,0
"225",2.4,2,0
"226",2.5,2,0
"227",2.6,2,0
"228",2.7,2,0
"229",2.8,2,0
"230",2.9,2,0
"231",3,2,0
"232",3.1,2,0
"233",3.2,2,0
"234",3.3,2,0
"235",3.4,2,0
"236",3.5,2,0
"237",3.6,2,0
"238",3.7,2,0
"239",3.8,2,0
"240",3.9,2,0
"241",4,2,0
"242",4.1,2,0
"243",4.2,2,0
"244",4.3,2,0
"245",4.4,2,0
"246",4.5,2,0
"247",4.6,2,0
"248",4.7,2,0
"249",4.8,2,0
"250",4.9,2,0
"251",5,2,0
"252",5.1,2,0
"253",5.2,2,0
"254",5.3,2,0
"255",5.4,2,0
"256",5.5,2,0
"257",5.6,2,0
"258",5.7,2,0
"259",5.8,2,0
"260",5.9,2,0
"261",6,2,0
"262",6.1,2,0
"263",6.2,2,0
"264",6.3,2,0
"265",6.4,2,0
"266",6.5,2,0
"267",6.6,2,0
"268",6.7,2,0
"269",6.8,2,0
"270",6.9,2,0
"271",7,2,0
"272",7.1,2,0
"273",7.2,2,0
"274",7.3,2,0
"275",7.4,2,0
"276",7.5,2,0
"277",7.6,2,0
"278",7.7,2,0
"279",7.8,2,0
"280",7.9,2,0
"281",8,2,0
"282",8.1,2,0
"283",8.2,2,0
"284",8.3,2,0
"285",8.4,2,0
"286",8.5,2,0
"287",8.6,2,0
"288",8.7,2,0
"289",8.8,2,0
"290",8.9,2,0
"291",9,2,0
"292",9.1,2,0
"293",9.2,2,0
"294",9.3,2,0
"295",9.4,2,0
"296",9.5,2,0
"297",9.6,2,0
"298",9.7,2,0
"299",9.8,2,0
"300",9.9,2,0
"301",10,2,0
"302",10.1,2,0
"303",10.2,2,0
"304",10.3,2,0
"305",10.4,2,0
"306",10.5,2,0
"307",10.6,2,0
"308",10.7,2,0
"309",10.8,2,0
"310",10.9,2,0
"311",11,2,0
"312",11.1,2,0
"313",11.2,2,0
"314",11.3,2,0
"315",11.4,2,0
"316",11.5,2,0
"317",11.6,2,0
"318",11.7,2,0
"319",11.8,2,0
"320",11.9,2,0
"321",12,2,0
"322",12.1,2,0
"323",12.2,2,0
"324",12.3,2,0
"325",12.4,2,0
"326",12.5,2,0
"327",12.6,2,0
"328",12.7,2,0
"329",12.8,2,0
"330",12.9,2,0
"331",13,2,0
"332",13.1,2,0
"333",13.2,2,0
"334",13.3,2,0
"335",13.4,2,0
"336",13.5,2,0
"337",13.6,2,0
"338",13.7,2,0
"339",13.8,2,0
"340",13.9,2,0
"341",14,2,0
"342",14.1,2,0
"343",14.2,2,0
"344",14.3,2,0
"345",14.4,2,0
"346",14.5,2,0
"347",14.6,2,0
"348",14.7,2,0
"349",14.8,2,0
"350",14.9,2,0
"351",15,2,0
"352",15.1,2,0
"353",15.2,2,0
"354",15.3,2,0
"355",15.4,2,0
"356",15.5,2,0
"357",15.6,2,0
"358",15.7,2,0
"359",15.8,2,0
"360",15.9,2,0
"361",16,2,0
"362",16.1,2,0
"363",16.2,2,0
"364",16.3,2,0
"365",16.4,2,0
"366",16.5,2,0
"367",16.6,2,0
"368",16.7,2,0
"369",16.8,2,0
"370",16.9,2,0
"371",17,2,0
"372",17.1,2,0
"373",17.2,2,0
"374",17.3,2,0
"375",17.4,2,0
"376",17.5,2,0
"377",17.6,2,0
"378",17.7,2,0
"379",17.8,2,0
"380",17.9,2,0
"381",18,2,0
"382",18.1,2,0
"383",18.2,2,0
"384",18.3,2,0
"385",18.4,2,0
"386",18.5,2,0
"387",18.6,2,0
"388",18.7,2,0
"389",18.8,2,0
"390",18.9,2,0
"391",19,2,0
"392",19.1,2,0
"393",19.2,2,0
"394",19.3,2,0
"395",19.4,2,0
"396",19.5,2,0
"397",19.6,2,0
"398",19.7,2,0
"399",19.8,2,0
"400",19.9,2,0
"401",0,3,0.714873166666667
"402",0.1,3,0.027873
"403",0.2,3,0.0570676666666667
"404",0.3,3,0.142171277777778
"405",0.4,3,0.0124358888888889
"406",0.5,3,0.0207333333333333
"407",0.6,3,0.0247315
"408",0.7,3,0.000114166666666667
"409",0.8,3,0
"410",0.9,3,0
"411",1,3,0
"412",1.1,3,0
"413",1.2,3,0
"414",1.3,3,0
"415",1.4,3,0
"416",1.5,3,0
"417",1.6,3,0
"418",1.7,3,0
"419",1.8,3,0
"420",1.9,3,0
"421",2,3,0
"422",2.1,3,0
"423",2.2,3,0
"424",2.3,3,0
"425",2.4,3,0
"426",2.5,3,0
"427",2.6,3,0
"428",2.7,3,0
"429",2.8,3,0
"430",2.9,3,0
"431",3,3,0
"432",3.1,3,0
"433",3.2,3,0
"434",3.3,3,0
"435",3.4,3,0
"436",3.5,3,0
"437",3.6,3,0
"438",3.7,3,0
"439",3.8,3,0
"440",3.9,3,0
"441",4,3,0
"442",4.1,3,0
"443",4.2,3,0
"444",4.3,3,0
"445",4.4,3,0
"446",4.5,3,0
"447",4.6,3,0
"448",4.7,3,0
"449",4.8,3,0
"450",4.9,3,0
"451",5,3,0
"452",5.1,3,0
"453",5.2,3,0
"454",5.3,3,0
"455",5.4,3,0
"456",5.5,3,0
"457",5.6,3,0
"458",5.7,3,0
"459",5.8,3,0
"460",5.9,3,0
"461",6,3,0
"462",6.1,3,0
"463",6.2,3,0
"464",6.3,3,0
"465",6.4,3,0
"466",6.5,3,0
"467",6.6,3,0
"468",6.7,3,0
"469",6.8,3,0
"470",6.9,3,0
"471",7,3,0
"472",7.1,3,0
"473",7.2,3,0
"474",7.3,3,0
"475",7.4,3,0
"476",7.5,3,0
"477",7.6,3,0
"478",7.7,3,0
"479",7.8,3,0
"480",7.9,3,0
"481",8,3,0
"482",8.1,3,0
"483",8.2,3,0
"484",8.3,3,0
"485",8.4,3,0
"486",8.5,3,0
"487",8.6,3,0
"488",8.7,3,0
"489",8.8,3,0
"490",8.9,3,0
"491",9,3,0
"492",9.1,3,0
"493",9.2,3,0
"494",9.3,3,0
"495",9.4,3,0
"496",9.5,3,0
"497",9.6,3,0
"498",9.7,3,0
"499",9.8,3,0
"500",9.9,3,0
"501",10,3,0
"502",10.1,3,0
"503",10.2,3,0
"504",10.3,3,0
"505",10.4,3,0
"506",10.5,3,0
"507",10.6,3,0
"508",10.7,3,0
"509",10.8,3,0
"510",10.9,3,0
"511",11,3,0
"512",11.1,3,0
"513",11.2,3,0
"514",11.3,3,0
"515",11.4,3,0
"516",11.5,3,0
"517",11.6,3,0
"518",11.7,3,0
"519",11.8,3,0
"520",11.9,3,0
"521",12,3,0
"522",12.1,3,0
"523",12.2,3,0
"524",12.3,3,0
"525",12.4,3,0
"526",12.5,3,0
"527",12.6,3,0
"528",12.7,3,0
"529",12.8,3,0
"530",12.9,3,0
"531",13,3,0
"532",13.1,3,0
"533",13.2,3,0
"534",13.3,3,0
"535",13.4,3,0
"536",13.5,3,0
"537",13.6,3,0
"538",13.7,3,0
"539",13.8,3,0
"540",13.9,3,0
"541",14,3,0
"542",14.1,3,0
"543",14.2,3,0
"544",14.3,3,0
"545",14.4,3,0
"546",14.5,3,0
"547",14.6,3,0
"548",14.7,3,0
"549",14.8,3,0
"550",14.9,3,0
"551",15,3,0
"552",15.1,3,0
"553",15.2,3,0
"554",15.3,3,0
"555",15.4,3,0
"556",15.5,3,0
"557",15.6,3,0
"558",15.7,3,0
"559",15.8,3,0
"560",15.9,3,0
"561",16,3,0
"562",16.1,3,0
"563",16.2,3,0
"564",16.3,3,0
"565",16.4,3,0
"566",16.5,3,0
"567",16.6,3,0
"568",16.7,3,0
"569",16.8,3,0
"570",16.9,3,0
"571",17,3,0
"572",17.1,3,0
"573",17.2,3,0
"574",17.3,3,0
"575",17.4,3,0
"576",17.5,3,0
"577",17.6,3,0
"578",17.7,3,0
"579",17.8,3,0
"580",17.9,3,0
"581",18,3,0
"582",18.1,3,0
"583",18.2,3,0
"584",18.3,3,0
"585",18.4,3,0
"586",18.5,3,0
"587",18.6,3,0
"588",18.7,3,0
"589",18.8,3,0
"590",18.9,3,0
"591",19,3,0
"592",19.1,3,0
"593",19.2,3,0
"594",19.3,3,0
"595",19.4,3,0
"596",19.5,3,0
"597",19.6,3,0
"598",19.7,3,0
"599",19.8,3,0
"600",19.9,3,0
"601",0,4,0.707268282958199
"602",0.1,4,0.0294807170418006
"603",0.2,4,0.100486777777778
"604",0.3,4,0.103648388888889
"605",0.4,4,0.021076
"606",0.5,4,0.0372401666666667
"607",0.6,4,0.000799666666666667
"608",0.7,4,0
"609",0.8,4,0
"610",0.9,4,0
"611",1,4,0
"612",1.1,4,0
"613",1.2,4,0
"614",1.3,4,0
"615",1.4,4,0
"616",1.5,4,0
"617",1.6,4,0
"618",1.7,4,0
"619",1.8,4,0
"620",1.9,4,0
"621",2,4,0
"622",2.1,4,0
"623",2.2,4,0
"624",2.3,4,0
"625",2.4,4,0
"626",2.5,4,0
"627",2.6,4,0
"628",2.7,4,0
"629",2.8,4,0
"630",2.9,4,0
"631",3,4,0
"632",3.1,4,0
"633",3.2,4,0
"634",3.3,4,0
"635",3.4,4,0
"636",3.5,4,0
"637",3.6,4,0
"638",3.7,4,0
"639",3.8,4,0
"640",3.9,4,0
"641",4,4,0
"642",4.1,4,0
"643",4.2,4,0
"644",4.3,4,0
"645",4.4,4,0
"646",4.5,4,0
"647",4.6,4,0
"648",4.7,4,0
"649",4.8,4,0
"650",4.9,4,0
"651",5,4,0
"652",5.1,4,0
"653",5.2,4,0
"654",5.3,4,0
"655",5.4,4,0
"656",5.5,4,0
"657",5.6,4,0
"658",5.7,4,0
"659",5.8,4,0
"660",5.9,4,0
"661",6,4,0
"662",6.1,4,0
"663",6.2,4,0
"664",6.3,4,0
"665",6.4,4,0
"666",6.5,4,0
"667",6.6,4,0
"668",6.7,4,0
"669",6.8,4,0
"670",6.9,4,0
"671",7,4,0
"672",7.1,4,0
"673",7.2,4,0
"674",7.3,4,0
"675",7.4,4,0
"676",7.5,4,0
"677",7.6,4,0
"678",7.7,4,0
"679",7.8,4,0
"680",7.9,4,0
"681",8,4,0
"682",8.1,4,0
"683",8.2,4,0
"684",8.3,4,0
"685",8.4,4,0
"686",8.5,4,0
"687",8.6,4,0
"688",8.7,4,0
"689",8.8,4,0
"690",8.9,4,0
"691",9,4,0
"692",9.1,4,0
"693",9.2,4,0
"694",9.3,4,0
"695",9.4,4,0
"696",9.5,4,0
"697",9.6,4,0
"698",9.7,4,0
"699",9.8,4,0
"700",9.9,4,0
"701",10,4,0
"702",10.1,4,0
"703",10.2,4,0
"704",10.3,4,0
"705",10.4,4,0
"706",10.5,4,0
"707",10.6,4,0
"708",10.7,4,0
"709",10.8,4,0
"710",10.9,4,0
"711",11,4,0
"712",11.1,4,0
"713",11.2,4,0
"714",11.3,4,0
"715",11.4,4,0
"716",11.5,4,0
"717",11.6,4,0
"718",11.7,4,0
"719",11.8,4,0
"720",11.9,4,0
"721",12,4,0
"722",12.1,4,0
"723",12.2,4,0
"724",12.3,4,0
"725",12.4,4,0
"726",12.5,4,0
"727",12.6,4,0
"728",12.7,4,0
"729",12.8,4,0
"730",12.9,4,0
"731",13,4,0
"732",13.1,4,0
"733",13.2,4,0
"734",13.3,4,0
"735",13.4,4,0
"736",13.5,4,0
"737",13.6,4,0
"738",13.7,4,0
"739",13.8,4,0
"740",13.9,4,0
"741",14,4,0
"742",14.1,4,0
"743",14.2,4,0
"744",14.3,4,0
"745",14.4,4,0
"746",14.5,4,0
"747",14.6,4,0
"748",14.7,4,0
"749",14.8,4,0
"750",14.9,4,0
"751",15,4,0
"752",15.1,4,0
"753",15.2,4,0
"754",15.3,4,0
"755",15.4,4,0
"756",15.5,4,0
"757",15.6,4,0
"758",15.7,4,0
"759",15.8,4,0
"760",15.9,4,0
"761",16,4,0
"762",16.1,4,0
"763",16.2,4,0
"764",16.3,4,0
"765",16.4,4,0
"766",16.5,4,0
"767",16.6,4,0
"768",16.7,4,0
"769",16.8,4,0
"770",16.9,4,0
"771",17,4,0
"772",17.1,4,0
"773",17.2,4,0
"774",17.3,4,0
"775",17.4,4,0
"776",17.5,4,0
"777",17.6,4,0
"778",17.7,4,0
"779",17.8,4,0
"780",17.9,4,0
"781",18,4,0
"782",18.1,4,0
"783",18.2,4,0
"784",18.3,4,0
"785",18.4,4,0
"786",18.5,4,0
"787",18.6,4,0
"788",18.7,4,0
"789",18.8,4,0
"790",18.9,4,0
"791",19,4,0
"792",19.1,4,0
"793",19.2,4,0
"794",19.3,4,0
"795",19.4,4,0
"796",19.5,4,0
"797",19.6,4,0
"798",19.7,4,0
"799",19.8,4,0
"800",19.9,4,0
"801",0,5,0.677998505359057
"802",0.1,5,0.0543446057520543
"803",0.2,5,0.157143277777778
"804",0.3,5,0.0539109444444445
"805",0.4,5,0.0431231666666667
"806",0.5,5,0.0134795
"807",0.6,5,0
"808",0.7,5,0
"809",0.8,5,0
"810",0.9,5,0
"811",1,5,0
"812",1.1,5,0
"813",1.2,5,0
"814",1.3,5,0
"815",1.4,5,0
"816",1.5,5,0
"817",1.6,5,0
"818",1.7,5,0
"819",1.8,5,0
"820",1.9,5,0
"821",2,5,0
"822",2.1,5,0
"823",2.2,5,0
"824",2.3,5,0
"825",2.4,5,0
"826",2.5,5,0
"827",2.6,5,0
"828",2.7,5,0
"829",2.8,5,0
"830",2.9,5,0
"831",3,5,0
"832",3.1,5,0
"833",3.2,5,0
"834",3.3,5,0
"835",3.4,5,0
"836",3.5,5,0
"837",3.6,5,0
"838",3.7,5,0
"839",3.8,5,0
"840",3.9,5,0
"841",4,5,0
"842",4.1,5,0
"843",4.2,5,0
"844",4.3,5,0
"845",4.4,5,0
"846",4.5,5,0
"847",4.6,5,0
"848",4.7,5,0
"849",4.8,5,0
"850",4.9,5,0
"851",5,5,0
"852",5.1,5,0
"853",5.2,5,0
"854",5.3,5,0
"855",5.4,5,0
"856",5.5,5,0
"857",5.6,5,0
"858",5.7,5,0
"859",5.8,5,0
"860",5.9,5,0
"861",6,5,0
"862",6.1,5,0
"863",6.2,5,0
"864",6.3,5,0
"865",6.4,5,0
"866",6.5,5,0
"867",6.6,5,0
"868",6.7,5,0
"869",6.8,5,0
"870",6.9,5,0
"871",7,5,0
"872",7.1,5,0
"873",7.2,5,0
"874",7.3,5,0
"875",7.4,5,0
"876",7.5,5,0
"877",7.6,5,0
"878",7.7,5,0
"879",7.8,5,0
"880",7.9,5,0
"881",8,5,0
"882",8.1,5,0
"883",8.2,5,0
"884",8.3,5,0
"885",8.4,5,0
"886",8.5,5,0
"887",8.6,5,0
"888",8.7,5,0
"889",8.8,5,0
"890",8.9,5,0
"891",9,5,0
"892",9.1,5,0
"893",9.2,5,0
"894",9.3,5,0
"895",9.4,5,0
"896",9.5,5,0
"897",9.6,5,0
"898",9.7,5,0
"899",9.8,5,0
"900",9.9,5,0
"901",10,5,0
"902",10.1,5,0
"903",10.2,5,0
"904",10.3,5,0
"905",10.4,5,0
"906",10.5,5,0
"907",10.6,5,0
"908",10.7,5,0
"909",10.8,5,0
"910",10.9,5,0
"911",11,5,0
"912",11.1,5,0
"913",11.2,5,0
"914",11.3,5,0
"915",11.4,5,0
"916",11.5,5,0
"917",11.6,5,0
"918",11.7,5,0
"919",11.8,5,0
"920",11.9,5,0
"921",12,5,0
"922",12.1,5,0
"923",12.2,5,0
"924",12.3,5,0
"925",12.4,5,0
"926",12.5,5,0
"927",12.6,5,0
"928",12.7,5,0
"929",12.8,5,0
"930",12.9,5,0
"931",13,5,0
"932",13.1,5,0
"933",13.2,5,0
"934",13.3,5,0
"935",13.4,5,0
"936",13.5,5,0
"937",13.6,5,0
"938",13.7,5,0
"939",13.8,5,0
"940",13.9,5,0
"941",14,5,0
"942",14.1,5,0
"943",14.2,5,0
"944",14.3,5,0
"945",14.4,5,0
"946",14.5,5,0
"947",14.6,5,0
"948",14.7,5,0
"949",14.8,5,0
"950",14.9,5,0
"951",15,5,0
"952",15.1,5,0
"953",15.2,5,0
"954",15.3,5,0
"955",15.4,5,0
"956",15.5,5,0
"957",15.6,5,0
"958",15.7,5,0
"959",15.8,5,0
"960",15.9,5,0
"961",16,5,0
"962",16.1,5,0
"963",16.2,5,0
"964",16.3,5,0
"965",16.4,5,0
"966",16.5,5,0
"967",16.6,5,0
"968",16.7,5,0
"969",16.8,5,0
"970",16.9,5,0
"971",17,5,0
"972",17.1,5,0
"973",17.2,5,0
"974",17.3,5,0
"975",17.4,5,0
"976",17.5,5,0
"977",17.6,5,0
"978",17.7,5,0
"979",17.8,5,0
"980",17.9,5,0
"981",18,5,0
"982",18.1,5,0
"983",18.2,5,0
"984",18.3,5,0
"985",18.4,5,0
"986",18.5,5,0
"987",18.6,5,0
"988",18.7,5,0
"989",18.8,5,0
"990",18.9,5,0
"991",19,5,0
"992",19.1,5,0
"993",19.2,5,0
"994",19.3,5,0
"995",19.4,5,0
"996",19.5,5,0
"997",19.6,5,0
"998",19.7,5,0
"999",19.8,5,0
"1000",19.9,5,0
"1001",0,6,0.633872963022508
"1002",0.1,6,0.0996066480886031
"1003",0.2,6,0.179747111111111
"1004",0.3,6,0.0437071111111111
"1005",0.4,6,0.0422663333333333
"1006",0.5,6,0.000799666666666667
"1007",0.6,6,0
"1008",0.7,6,0
"1009",0.8,6,0
"1010",0.9,6,0
"1011",1,6,0
"1012",1.1,6,0
"1013",1.2,6,0
"1014",1.3,6,0
"1015",1.4,6,0
"1016",1.5,6,0
"1017",1.6,6,0
"1018",1.7,6,0
"1019",1.8,6,0
"1020",1.9,6,0
"1021",2,6,0
"1022",2.1,6,0
"1023",2.2,6,0
"1024",2.3,6,0
"1025",2.4,6,0
"1026",2.5,6,0
"1027",2.6,6,0
"1028",2.7,6,0
"1029",2.8,6,0
"1030",2.9,6,0
"1031",3,6,0
"1032",3.1,6,0
"1033",3.2,6,0
"1034",3.3,6,0
"1035",3.4,6,0
"1036",3.5,6,0
"1037",3.6,6,0
"1038",3.7,6,0
"1039",3.8,6,0
"1040",3.9,6,0
"1041",4,6,0
"1042",4.1,6,0
"1043",4.2,6,0
"1044",4.3,6,0
"1045",4.4,6,0
"1046",4.5,6,0
"1047",4.6,6,0
"1048",4.7,6,0
"1049",4.8,6,0
"1050",4.9,6,0
"1051",5,6,0
"1052",5.1,6,0
"1053",5.2,6,0
"1054",5.3,6,0
"1055",5.4,6,0
"1056",5.5,6,0
"1057",5.6,6,0
"1058",5.7,6,0
"1059",5.8,6,0
"1060",5.9,6,0
"1061",6,6,0
"1062",6.1,6,0
"1063",6.2,6,0
"1064",6.3,6,0
"1065",6.4,6,0
"1066",6.5,6,0
"1067",6.6,6,0
"1068",6.7,6,0
"1069",6.8,6,0
"1070",6.9,6,0
"1071",7,6,0
"1072",7.1,6,0
"1073",7.2,6,0
"1074",7.3,6,0
"1075",7.4,6,0
"1076",7.5,6,0
"1077",7.6,6,0
"1078",7.7,6,0
"1079",7.8,6,0
"1080",7.9,6,0
"1081",8,6,0
"1082",8.1,6,0
"1083",8.2,6,0
"1084",8.3,6,0
"1085",8.4,6,0
"1086",8.5,6,0
"1087",8.6,6,0
"1088",8.7,6,0
"1089",8.8,6,0
"1090",8.9,6,0
"1091",9,6,0
"1092",9.1,6,0
"1093",9.2,6,0
"1094",9.3,6,0
"1095",9.4,6,0
"1096",9.5,6,0
"1097",9.6,6,0
"1098",9.7,6,0
"1099",9.8,6,0
"1100",9.9,6,0
"1101",10,6,0
"1102",10.1,6,0
"1103",10.2,6,0
"1104",10.3,6,0
"1105",10.4,6,0
"1106",10.5,6,0
"1107",10.6,6,0
"1108",10.7,6,0
"1109",10.8,6,0
"1110",10.9,6,0
"1111",11,6,0
"1112",11.1,6,0
"1113",11.2,6,0
"1114",11.3,6,0
"1115",11.4,6,0
"1116",11.5,6,0
"1117",11.6,6,0
"1118",11.7,6,0
"1119",11.8,6,0
"1120",11.9,6,0
"1121",12,6,0
"1122",12.1,6,0
"1123",12.2,6,0
"1124",12.3,6,0
"1125",12.4,6,0
"1126",12.5,6,0
"1127",12.6,6,0
"1128",12.7,6,0
"1129",12.8,6,0
"1130",12.9,6,0
"1131",13,6,0
"1132",13.1,6,0
"1133",13.2,6,0
"1134",13.3,6,0
"1135",13.4,6,0
"1136",13.5,6,0
"1137",13.6,6,0
"1138",13.7,6,0
"1139",13.8,6,0
"1140",13.9,6,0
"1141",14,6,0
"1142",14.1,6,0
"1143",14.2,6,0
"1144",14.3,6,0
"1145",14.4,6,0
"1146",14.5,6,0
"1147",14.6,6,0
"1148",14.7,6,0
"1149",14.8,6,0
"1150",14.9,6,0
"1151",15,6,0
"1152",15.1,6,0
"1153",15.2,6,0
"1154",15.3,6,0
"1155",15.4,6,0
"1156",15.5,6,0
"1157",15.6,6,0
"1158",15.7,6,0
"1159",15.8,6,0
"1160",15.9,6,0
"1161",16,6,0
"1162",16.1,6,0
"1163",16.2,6,0
"1164",16.3,6,0
"1165",16.4,6,0
"1166",16.5,6,0
"1167",16.6,6,0
"1168",16.7,6,0
"1169",16.8,6,0
"1170",16.9,6,0
"1171",17,6,0
"1172",17.1,6,0
"1173",17.2,6,0
"1174",17.3,6,0
"1175",17.4,6,0
"1176",17.5,6,0
"1177",17.6,6,0
"1178",17.7,6,0
"1179",17.8,6,0
"1180",17.9,6,0
"1181",18,6,0
"1182",18.1,6,0
"1183",18.2,6,0
"1184",18.3,6,0
"1185",18.4,6,0
"1186",18.5,6,0
"1187",18.6,6,0
"1188",18.7,6,0
"1189",18.8,6,0
"1190",18.9,6,0
"1191",19,6,0
"1192",19.1,6,0
"1193",19.2,6,0
"1194",19.3,6,0
"1195",19.4,6,0
"1196",19.5,6,0
"1197",19.6,6,0
"1198",19.7,6,0
"1199",19.8,6,0
"1200",19.9,6,0
"1201",0,7,0.595299716505895
"1202",0.1,7,0.175015960521615
"1203",0.2,7,0.143552156305823
"1204",0.3,7,0.0575165
"1205",0.4,7,0.0286155
"1206",0.5,7,0
"1207",0.6,7,0
"1208",0.7,7,0
"1209",0.8,7,0
"1210",0.9,7,0
"1211",1,7,0
"1212",1.1,7,0
"1213",1.2,7,0
"1214",1.3,7,0
"1215",1.4,7,0
"1216",1.5,7,0
"1217",1.6,7,0
"1218",1.7,7,0
"1219",1.8,7,0
"1220",1.9,7,0
"1221",2,7,0
"1222",2.1,7,0
"1223",2.2,7,0
"1224",2.3,7,0
"1225",2.4,7,0
"1226",2.5,7,0
"1227",2.6,7,0
"1228",2.7,7,0
"1229",2.8,7,0
"1230",2.9,7,0
"1231",3,7,0
"1232",3.1,7,0
"1233",3.2,7,0
"1234",3.3,7,0
"1235",3.4,7,0
"1236",3.5,7,0
"1237",3.6,7,0
"1238",3.7,7,0
"1239",3.8,7,0
"1240",3.9,7,0
"1241",4,7,0
"1242",4.1,7,0
"1243",4.2,7,0
